10000 100000
4376 9225 5
7370 4069 4
9276 3071 2
3688 3544 4
6599 8002 2
4809 8786 5
8757 9661 9
3602 2022 6
7161 1187 9
2754 4694 9
9244 8804 4
7758 1134 1
3148 8972 4
1631 326 8
6760 4825 3
6282 6812 5
6616 888 10
801 3805 10
7687 7601 4
4627 6765 8
9190 4102 7
5170 3914 8
7562 3024 10
9997 6299 4
5890 6011 4
973 2666 3
2604 1581 8
7396 2241 2
9407 5117 2
661 2741 4
7510 1524 7
2389 6170 7
4998 5464 3
7180 94 10
8370 9234 5
9588 8937 5
9288 8129 10
3544 9938 5
5449 2312 3
7624 9262 1
1263 571 10
4272 5285 9
5344 9589 4
4114 6738 10
1125 9362 2
7273 5288 6
199 2284 10
8769 4937 4
5359 279 4
4216 2415 9
9029 2173 7
1160 6159 3
4860 6729 9
8672 3160 9
2228 2861 10
127 4217 1
7683 1855 7
8508 7785 3
8368 6196 4
270 4667 9
7369 6915 10
5823 7394 3
352 3489 1
9624 8569 4
6947 393 1
916 5979 2
5927 6005 6
8319 8228 5
8135 5168 9
2788 7976 8
3180 1588 5
3587 1242 2
8367 5001 1
7063 2097 10
851 892 6
6806 634 7
9216 7455 8
2429 1012 5
5913 3766 4
876 5176 8
4859 658 4
8170 657 5
2126 7212 7
7827 6236 3
2584 7995 5
3118 5554 3
2693 1688 7
6820 404 10
121 9203 6
1268 1370 5
8273 6157 4
5212 3600 6
9079 4884 10
6845 720 9
7216 39 2
6844 5889 5
5340 4925 10
215 6879 2
649 6367 8
5769 2022 6
8551 2227 10
5377 3074 6
621 7291 5
6547 762 3
3167 9446 3
4422 286 1
881 7817 4
45 9238 4
5621 1097 3
3167 9069 10
9320 6850 1
6234 9584 9
3372 8079 2
2403 8917 3
9633 8255 5
4801 8896 1
3250 774 2
2583 784 4
3057 1032 5
7165 651 6
3877 9542 9
9785 1741 5
9566 6995 4
6820 611 6
5354 6235 4
7706 3459 3
4910 3809 8
2155 9796 3
6838 6312 2
5321 4669 4
3560 9648 2
6162 1691 9
2105 6827 1
2559 3005 2
5160 9926 2
53 857 3
6555 9504 9
6604 5235 6
1647 3063 6
1233 3940 9
5104 7111 7
8272 7185 5
6883 6152 5
7297 286 7
6780 3422 8
2519 5686 3
4479 381 5
3639 2444 8
4262 4974 8
8285 2912 10
9434 5171 1
8452 2075 7
3273 1777 4
9017 982 8
3578 8935 5
3251 6006 9
9078 2253 7
5278 31 7
7093 9784 2
5190 9050 5
9823 889 7
8709 5742 8
6011 3821 3
4885 6799 9
4107 7814 4
1750 4653 3
7535 3872 6
5113 4510 7
3368 6890 10
5870 8348 4
484 8390 5
5465 9147 8
4982 7180 8
596 4602 8
5441 775 10
5901 9950 2
9865 3231 9
4682 7972 1
9241 6891 4
9954 1014 4
8279 5758 1
9484 2986 6
3419 9839 4
1752 482 1
7760 9385 4
3023 8919 1
6546 6763 6
3634 6036 5
4969 1312 3
5587 4916 9
7137 278 7
5070 6192 7
2532 6624 8
5893 8873 2
8817 2891 6
8699 7017 5
5930 9306 7
7953 9049 3
6676 610 6
3234 2004 3
473 4988 2
8545 3036 7
9137 1054 5
8567 1128 2
2851 2538 6
5154 6184 6
2737 7591 5
259 5164 2
9028 7311 8
4915 5315 8
8585 2392 8
2577 4483 3
6777 432 3
3468 5545 1
1762 5804 7
3363 7288 1
4755 4125 2
6867 7095 1
7180 4922 7
3254 2213 6
6246 52 5
5076 7345 6
1854 8027 1
1842 9528 5
3795 9117 10
2204 8792 1
8749 9395 9
5205 1756 9
9056 5366 3
9538 5575 8
6641 4868 1
2236 7682 3
9880 3327 9
2348 7332 2
7868 4794 1
5489 4855 9
5071 5502 3
436 5993 2
8759 8992 8
3887 3543 8
2321 5359 10
5666 5359 8
8853 2792 6
8677 1420 7
9078 3618 9
9730 6284 2
7822 122 3
839 1698 6
969 2014 5
2400 182 8
7937 7225 2
4966 3705 10
7416 8270 10
7030 9695 10
5557 3276 6
8690 8581 10
8790 7390 6
7222 4088 7
2316 928 9
4267 2619 10
3962 9775 10
7178 8272 2
1375 2570 7
9258 1404 7
1187 8194 8
9386 1758 3
3194 3596 4
7071 5720 8
9288 8150 8
7043 4322 8
5836 7826 7
2701 3470 9
1798 6595 2
4748 3526 5
1437 2618 3
4140 8995 1
4066 8486 2
7088 1446 2
4011 7202 7
7215 8672 9
1241 7802 8
6952 5829 3
661 3058 6
5183 5702 7
2534 943 9
4651 6529 10
5442 203 4
4258 9232 1
8516 583 5
1316 2352 5
2181 2587 3
4644 1497 9
7718 2529 10
1845 1217 3
3514 4959 4
5147 8034 4
5245 227 4
6927 7559 5
9230 4922 5
2683 1138 1
2837 9013 8
3313 575 7
5627 7772 4
6170 1491 6
192 4779 7
2318 4951 4
2119 1692 5
7546 3738 4
7737 8768 4
7363 3192 8
6064 1144 9
332 8956 1
2569 1689 5
9408 3992 4
3045 3141 4
8266 5065 8
1759 5639 2
1769 6089 3
8343 3676 2
3370 4453 9
5188 5830 10
5954 3531 6
1778 7051 7
4651 3461 3
556 4054 1
413 3217 9
9565 5750 3
199 6794 2
1785 9401 5
8771 8946 9
4577 4430 7
9823 8532 10
7706 1709 4
2912 1414 6
3423 9361 10
9822 6435 3
5448 7318 3
4005 7920 5
1802 179 2
3311 1740 3
8685 2215 10
6887 642 9
9584 6248 8
952 5505 4
4357 7263 9
3749 2764 2
4801 7809 7
4016 9322 6
8010 8853 5
5462 3961 10
6269 2458 7
2625 2195 6
4544 6546 6
9677 1317 2
8087 3659 5
5532 8712 3
1785 8441 7
8030 2018 1
8198 4473 6
4478 3787 6
503 8971 6
8461 2562 10
839 6491 6
4809 2839 1
1081 258 4
8622 3296 9
5383 4789 6
871 9751 1
5870 9526 3
8377 672 7
5953 2310 4
7929 713 2
1388 6549 1
9406 7903 3
4974 1477 10
2063 9726 3
385 1154 8
3950 3681 2
7477 8720 9
7339 7754 2
8829 6294 2
5660 9414 4
9616 605 9
8537 9716 1
6850 6983 6
7064 2547 2
4850 1996 9
1238 7961 2
3140 7617 3
2605 9816 2
3318 9292 5
5916 1114 10
4465 6672 2
1116 4156 1
4636 7576 10
8205 8951 10
3130 2244 1
5116 9343 5
3992 2675 2
4535 64 9
4129 9082 2
5251 9070 6
5409 3507 2
2685 9079 9
2401 8520 2
9641 6246 8
9828 388 9
2750 1273 9
3642 1023 8
2213 3595 2
5031 9369 9
2974 655 8
5873 2257 1
9382 8085 2
4607 1622 6
7016 2854 6
5390 7954 5
381 1927 6
6527 9075 6
2949 5428 10
568 2740 6
729 7609 3
9305 6228 8
7927 5932 3
4754 3277 6
7731 5749 10
1574 9322 9
5722 55 8
7353 6184 3
2304 2729 5
4193 2655 6
5323 3992 9
495 7380 9
3719 3498 4
3972 8734 4
8392 5421 10
2972 4159 6
9673 6014 6
1901 7640 7
6451 6582 2
8423 9715 8
6515 2119 8
976 8469 10
9717 6496 1
1573 4853 3
3439 5126 6
5358 1727 1
46 3324 6
5596 1396 9
5066 774 5
9273 1355 10
5957 2767 8
464 7336 5
896 7460 2
4607 2735 10
4890 283 3
5618 2783 10
9250 2871 8
6862 3148 3
3861 7446 5
9758 1310 10
1226 1661 3
657 2626 6
5698 2952 5
7822 8981 5
9729 3015 7
5323 4511 5
8835 4859 2
1813 2983 7
6702 8175 2
8412 856 9
8368 1791 10
2497 8949 3
7297 2092 5
2421 4720 2
3562 8395 7
3027 7602 4
2897 6587 3
4443 9997 7
2090 5321 5
2181 742 5
5024 2355 6
9150 8825 3
7267 7996 4
8086 1306 1
8234 5866 9
8355 1971 10
6283 6986 8
8492 3669 3
9414 8139 1
1337 6263 10
2961 9650 8
1265 3763 4
3945 8584 6
2248 2581 1
1779 1142 4
4204 5093 10
3548 3033 1
7706 8527 1
7632 7977 10
7263 9287 1
8731 292 5
4563 9254 1
6817 6121 8
6171 5903 5
2220 3569 3
5768 8426 8
8409 6021 5
3669 9575 7
4133 4940 7
1160 9688 2
2810 7469 10
7086 4808 6
4586 3567 8
7290 4719 7
7383 3378 9
4147 1344 9
2002 4847 9
1568 3900 8
7143 7055 3
181 2387 3
5073 7753 10
5016 2323 5
7841 6893 10
5935 1605 2
1137 9507 10
6203 5312 8
8918 2960 10
2346 5925 9
7889 7103 1
3503 9415 6
3885 2297 3
1620 3463 6
9970 1518 3
4231 7326 10
5652 5426 5
440 9329 7
8435 1078 5
734 9174 6
3137 9885 3
1484 3724 5
8386 1792 10
6219 9057 9
2504 1458 9
187 9211 10
4312 9096 9
7333 2111 4
7466 8691 8
7207 1781 1
3431 3655 2
5835 918 3
3864 2064 9
5668 8649 2
4999 328 8
2249 3878 5
4793 2282 4
4033 7541 5
4032 1475 4
6817 2632 3
8574 8697 7
762 7827 10
1993 2030 3
4568 2047 1
5028 9092 10
6841 7662 3
2433 9334 9
526 746 10
1155 3 10
5676 4195 10
8053 62 1
562 4477 9
2376 9754 3
2438 9998 10
322 3177 6
6403 619 3
5062 6101 5
7089 8489 6
9813 8771 3
9268 9831 5
1923 6129 9
18 466 1
9990 342 6
5085 1009 5
2313 6506 5
5282 1318 7
2902 3128 6
1173 8673 3
712 2163 2
7920 6355 7
1502 6691 7
259 7970 4
1534 712 9
5117 1417 9
360 4766 9
1628 992 7
4740 7167 3
7955 902 8
7587 1698 7
4812 749 1
4840 8880 2
4393 3076 7
7586 6043 4
9940 8599 4
406 2023 6
3362 1428 6
9429 9936 6
8251 2451 3
4792 9110 6
9468 3765 4
5847 5940 9
8860 7109 1
3076 4688 2
4655 3679 9
2832 6379 9
9711 3595 8
6513 1346 9
4746 2493 3
8573 2189 9
9968 8212 3
7628 4317 5
2999 6555 7
5130 633 7
624 2334 5
2663 9134 3
7510 3466 4
3474 2157 2
2610 3508 10
3161 5275 2
2465 8900 7
2636 553 6
9464 8962 4
6521 2640 10
8439 3434 1
7293 2147 9
6745 5021 4
7583 5822 4
9439 2002 10
2070 1621 8
189 759 4
7636 2085 2
2459 3735 6
7636 8410 5
9664 6303 8
9914 7913 2
6187 6739 7
4629 627 3
1620 3104 3
3316 3586 7
4125 3853 1
7632 2004 3
764 4191 10
4662 495 1
6006 2354 8
531 4791 9
1780 8272 10
528 8575 3
6768 8582 7
9111 8790 8
3534 915 4
5638 6274 7
7503 9452 6
6835 1721 7
6218 4711 9
5111 9473 9
335 3715 8
4321 8602 6
1822 7888 5
4700 6482 10
7211 1121 10
7445 9358 3
3863 6075 10
1427 3306 3
9390 345 9
7410 3060 1
3066 5987 10
2420 6572 10
3223 6535 3
7346 6235 1
7683 3529 8
2228 9 3
6525 1277 10
8951 3364 1
23 6229 10
6295 4312 6
911 3973 6
7001 2256 6
186 1355 9
2243 3894 1
7001 6568 3
4332 5380 9
3457 2435 7
9269 7278 4
9371 7422 1
2593 4871 10
5188 6143 8
8048 7993 7
6788 2661 2
525 683 3
2174 677 7
4147 7170 9
3127 4425 2
4190 3845 2
7806 538 4
7258 9451 5
7058 4944 5
6707 4127 9
1832 2173 10
9611 3125 5
8800 5715 10
6371 4390 5
7696 272 9
1660 9135 2
1871 7989 2
9753 2089 8
9318 5789 2
5899 6094 10
6000 6871 10
983 3788 7
3446 2300 8
9204 1737 10
5827 4916 9
3462 841 6
2127 3455 3
6490 7037 2
6774 5319 1
9316 7662 9
5813 5637 3
8886 2726 7
4938 5753 4
2235 6631 9
8330 9296 9
1430 5341 9
8477 9938 4
9103 5311 7
4698 9036 2
5902 8809 5
4296 2931 9
5608 2961 5
8159 1769 5
2792 6800 9
6157 4572 5
1609 1394 8
756 3207 7
1017 2548 2
7365 6036 5
4858 3263 10
9300 6900 9
5747 8232 3
3248 9217 5
1874 6070 1
8316 9980 9
8657 6702 2
6785 6336 7
1246 7758 9
3031 24 5
8326 878 8
9431 4510 9
7480 1482 6
155 755 3
3869 5960 8
8007 4638 6
7854 3968 1
3501 4239 8
4336 5823 7
3386 716 6
1526 2424 3
3973 1674 7
6596 1059 8
8645 1341 8
1862 4106 10
3149 4440 5
1162 6357 10
7118 8830 8
2971 9108 4
9067 3391 8
612 2176 8
9098 3099 1
419 349 5
7929 818 9
4838 3228 5
9802 4711 1
3642 7019 2
1347 2784 9
1553 3566 7
9673 6059 5
4721 8576 3
4287 7935 5
9851 1459 7
3145 8198 1
9717 2780 7
1232 9929 2
1201 7433 2
3934 3406 4
2701 9664 8
7813 1436 8
3381 1249 5
3019 3648 3
2822 5361 9
1459 8449 9
82 808 8
6505 8672 5
3068 7478 10
5489 716 7
9804 3530 7
5195 4525 2
7666 2629 8
8497 7221 9
3099 3922 9
8700 3874 7
9221 5138 1
9133 1487 10
8657 6898 2
9395 6484 7
3809 3074 5
9562 8411 1
7134 7534 8
6082 2886 2
6421 8 1
9198 7264 9
6070 522 9
4998 2237 3
9276 4794 9
7870 77 5
9282 6577 3
2974 49 4
3756 1952 6
760 6044 7
5580 1299 2
2915 4891 9
524 9573 8
9954 4374 3
2341 9648 8
5631 5326 8
1742 7107 2
9601 561 8
336 6170 9
410 1040 7
441 2246 9
6764 7992 7
4316 1774 8
2538 8362 2
3717 8501 5
8226 9462 1
1478 4163 9
5115 4682 6
1526 3799 10
464 508 7
5692 5190 8
8541 9549 1
9083 8890 1
9211 136 5
293 8435 4
7202 9053 5
5930 4742 7
4273 1758 7
3809 4472 5
2972 5174 9
9875 512 2
4846 6293 10
7909 1433 3
1994 6827 4
9711 7040 10
7909 5349 5
1999 759 7
9773 792 9
3634 6298 1
1205 9784 5
82 8490 3
6881 3515 5
927 6860 8
3184 4700 3
184 498 4
8639 4923 2
3717 2612 6
2632 3312 7
4774 9757 7
504 8014 2
6579 5059 5
5196 1490 4
4078 6182 6
7884 1637 6
5879 9992 6
2836 2795 1
5644 487 7
1134 1588 3
7685 9941 4
4811 4799 9
5741 3756 2
4517 9140 9
8053 1842 2
4411 8989 3
5822 4266 3
9932 3403 7
1486 2701 3
1705 1903 7
9888 8713 4
2241 2022 5
8067 7801 6
7077 8616 2
370 8792 10
5029 4623 3
2053 4669 5
1197 5901 7
7232 3311 10
9606 8467 7
8629 5030 8
3621 6400 7
3618 7525 9
9424 9299 3
7759 1677 10
6722 9678 5
6926 710 7
684 6999 3
6864 986 3
7122 5196 6
7669 2459 2
6614 6411 5
7706 4045 9
3096 1408 8
1423 766 4
9144 928 8
6724 1561 3
6616 5424 4
7402 3475 6
1640 8795 1
4333 42 10
2798 5993 10
1729 5374 7
2872 2360 3
9730 7607 5
8611 7191 9
2523 4480 1
1749 5524 9
2448 1211 4
7252 5227 9
804 2277 7
1982 9134 3
3133 9173 9
846 9302 5
3510 885 10
3104 5727 2
7806 2424 4
7068 3758 6
5729 5051 1
8437 3446 6
1334 5887 5
8100 6253 5
4733 897 10
1329 6414 2
5196 4622 8
1905 2932 8
6354 9066 3
9920 7328 6
5769 9035 4
5413 9625 10
3753 2300 9
2704 3731 7
7590 5458 9
7529 7000 10
6847 5120 10
5617 8759 2
828 7584 5
8927 3892 3
7507 2155 6
6565 989 5
1038 5050 5
7694 2517 3
7294 9854 8
1807 720 1
8901 9935 9
535 9319 1
8375 9355 6
126 4343 4
6839 8655 5
7771 6595 4
4851 3105 8
7868 2160 9
440 7543 5
2753 9066 10
9771 3264 4
2593 2398 6
9600 4342 8
8160 4976 6
4545 7006 8
1467 7485 1
2101 1990 9
356 8955 10
5490 7159 7
7305 927 9
8977 9066 7
584 1362 8
7585 6734 9
9419 3401 5
1343 6536 4
7578 8071 5
169 8920 1
8824 909 4
3958 2185 6
4458 2755 8
3169 5839 1
5923 1910 7
5849 3675 3
9883 1844 10
5215 2284 8
5425 3060 8
1579 6320 9
7495 4807 8
6924 8781 4
2970 4884 3
4837 8467 7
9352 4169 6
7364 9605 3
9156 6282 2
9787 8094 2
512 9858 7
4083 2071 1
5752 2678 5
7200 766 8
8332 3385 5
6488 4365 6
8981 4597 8
7166 6517 7
4304 8795 10
2635 3693 9
933 5674 7
2455 2347 6
3179 1367 6
9951 6889 4
3348 6345 3
7486 6569 1
5061 2673 8
2093 3514 6
7571 8979 2
6040 8420 2
3906 1267 3
38 8172 5
4089 622 7
2879 3179 4
2023 5009 4
1899 2511 5
8662 1680 4
6595 1290 2
351 9891 4
1821 1798 5
3299 3235 8
9001 671 5
4922 4836 10
7998 4649 4
7889 4071 3
9425 6171 1
9840 4975 7
4694 5803 4
2137 3040 6
1580 6341 9
2826 5247 5
3117 9641 10
9735 281 3
9995 4559 5
4330 7742 5
6904 5604 10
4383 2806 8
4364 4531 8
2657 3435 7
4885 7187 2
7083 1625 9
6176 9594 6
2103 6081 10
6998 6288 8
7445 347 6
9072 4596 5
1423 9061 10
9574 7676 10
1542 6998 9
6602 6237 4
5404 77 10
1250 2424 8
6574 2728 10
9929 5204 5
4575 1027 8
1443 4615 10
444 1970 5
1484 36 5
564 6556 7
5839 6991 10
9927 6842 3
905 6343 5
2450 2943 5
3492 7725 9
5439 693 6
7653 1402 2
8282 7886 10
5987 1623 1
3457 8118 4
1377 5780 6
7000 1418 9
9349 8209 8
5280 5390 5
7297 7093 3
5609 1890 7
5767 2929 8
3706 3482 1
7137 7763 1
3464 1929 6
3938 5811 9
914 1496 4
106 7960 5
6614 7880 6
4944 1297 6
9992 6621 8
3817 4919 6
1493 5152 1
341 1266 4
7276 349 5
6483 7347 3
4685 7910 6
7002 6867 6
8846 3544 7
8624 7158 1
4741 1653 9
9443 9430 8
8717 4391 1
6084 9010 7
1760 6773 2
1247 8934 1
6043 4059 4
2940 462 9
1013 5564 8
2986 124 1
5849 3865 9
2135 7283 5
6740 7782 7
6544 7763 7
2429 8341 8
2943 3674 5
9919 7710 8
2516 288 8
2356 7568 4
6795 5876 7
6900 8680 6
2739 1473 6
2777 4152 5
9385 2137 6
5986 9971 6
5011 399 3
3120 791 6
843 2589 2
6493 4636 9
1730 2324 2
4851 3163 5
5782 2920 10
2299 8027 2
2637 3649 4
182 9800 4
5409 3783 6
4207 6238 3
9435 8724 9
2921 2267 10
2771 8915 6
285 9265 3
8441 8625 9
3630 8296 3
7975 3464 8
5692 9087 5
2274 2690 1
3105 1073 8
5778 8532 1
1091 209 7
8303 8485 3
3525 8557 5
5956 4364 7
2989 7332 10
912 1585 2
2189 2622 2
367 8473 6
7351 1580 3
8139 2792 4
833 2843 6
6373 3407 5
4526 9939 7
7833 2571 7
2262 5485 3
2481 3588 1
2703 7962 5
9435 9951 7
7346 4264 6
1818 9180 3
2728 9639 9
7343 2788 6
5193 803 2
4466 5965 4
9111 7717 5
5810 7450 9
1473 2618 4
587 7425 4
5255 3846 9
6135 3712 3
8485 9932 9
4128 3986 2
1520 5592 3
4469 5331 5
7253 2996 6
2046 9294 9
5685 8928 6
5246 9692 5
6039 213 9
1997 5853 6
3769 3348 10
9416 9665 2
1912 3407 7
5838 6773 2
2302 527 9
9988 5113 4
8296 9110 6
156 8039 2
7861 3982 4
821 8637 8
1849 7668 2
9199 4577 7
1053 9555 4
3860 6110 4
9613 8811 2
9224 6566 10
4363 8241 8
4468 4245 5
4929 4754 2
8115 1265 5
824 4107 3
5318 1995 7
9738 2589 3
126 7015 10
1623 6504 3
1103 3302 6
1685 9231 5
1907 6827 3
7938 1298 3
3574 5557 7
4013 6150 7
944 1693 9
7520 80 5
565 2468 2
8850 7931 3
8789 4154 5
4269 7147 5
106 833 1
1218 7281 7
8562 2610 9
6122 457 9
3863 4446 1
5900 5712 4
7001 3385 6
5445 2119 6
1978 2437 1
1749 1580 3
1894 9573 7
7163 2129 6
7737 1725 8
1526 6742 8
5405 8270 2
9274 3072 9
8962 6124 6
8578 9769 4
4421 9021 3
3597 2505 6
192 7243 8
5894 2368 2
3971 2049 9
4033 4822 9
3449 6614 9
6440 9769 6
1387 4651 7
512 5700 3
5928 8215 8
5963 6162 3
5380 1242 9
3549 2521 4
4196 9276 8
6989 798 1
3705 5537 5
8116 8233 6
6252 9463 2
7016 9915 5
2301 8531 3
3213 4255 3
3821 2364 9
4077 3957 8
2301 1843 5
8132 8755 10
9759 2103 3
834 711 9
8332 1968 4
1408 3570 9
4210 7247 5
9682 7006 2
4424 4755 4
4617 13 4
916 7657 5
5496 5888 3
222 1120 8
6581 888 4
84 5981 10
6463 9128 10
2212 6714 8
7866 5902 7
7392 1877 10
7543 5745 7
8859 2377 10
2229 7887 6
9476 1387 6
7120 2700 4
3873 7396 8
4942 655 2
5858 9455 2
3271 9246 3
2121 605 7
8830 684 3
3734 7511 6
5655 3941 3
395 6578 2
8148 2103 5
3608 2250 2
5764 2684 6
2220 8966 7
4186 9194 3
2153 7665 6
2747 886 6
3790 813 9
4789 9619 9
7734 6452 9
2995 5963 5
8824 6188 2
442 1389 4
1391 3011 9
754 3051 1
4276 270 7
2814 608 8
8244 1719 4
5193 830 8
3574 4902 6
9146 2984 2
441 7127 5
4145 6041 4
8054 4766 5
89 6637 3
9959 9482 2
5958 1805 4
3637 7313 6
3481 992 10
9892 8293 1
7637 7869 8
3479 1173 6
4951 5619 2
6081 4202 9
1805 8281 10
6652 439 2
5041 4305 1
1922 904 5
573 5966 9
3762 1528 7
3775 3624 7
8068 4341 7
2187 781 9
2344 365 2
6782 7244 6
3311 8576 5
1786 5909 5
256 7766 8
1437 55 6
3825 9608 4
9209 4786 10
7345 8504 2
620 7286 3
1820 9192 8
6141 1514 8
9025 6687 1
8683 4518 4
3507 4259 9
953 5809 9
53 3898 9
5913 8343 7
1755 4774 6
258 6785 5
9894 1200 1
312 2047 4
5100 5827 6
5438 2413 5
1482 2914 6
8200 9606 7
9254 9176 6
6227 6930 3
6686 1244 10
9616 643 7
3028 906 1
8416 2488 9
802 4025 1
2851 7925 4
5456 8468 6
7625 6665 5
3367 6774 6
6185 9666 3
4819 171 2
3420 1897 6
1751 8216 9
3468 6077 7
8905 1787 10
6246 6697 10
3089 2711 7
2301 9300 4
8291 4993 3
499 6463 9
7734 6324 5
9616 1544 5
5975 8627 10
9985 7343 5
9545 4964 3
9072 4773 1
8648 3049 10
8441 5252 10
6267 296 6
3455 6323 7
3557 6426 10
1717 6714 6
1588 9385 9
3578 5508 7
230 6627 5
4101 2257 6
8378 8699 6
7961 8929 4
5664 360 5
7551 5438 7
4685 7361 8
8800 2058 3
9772 229 1
2273 7162 8
5704 1021 2
6869 2537 8
2516 3004 10
392 8322 3
6930 9493 9
6806 4402 9
9218 4560 9
3997 229 9
4815 1154 1
8128 6992 5
107 1915 5
3403 1521 10
6655 9453 4
9142 8881 7
8220 3217 10
5181 9462 3
2726 4106 4
588 4860 10
837 3644 4
3076 1173 9
3938 3940 7
3737 7375 4
5370 1104 10
3974 130 10
7731 4861 9
3917 498 9
8966 6601 1
9279 3611 8
1065 2401 4
2158 9625 3
6409 8956 3
623 1461 9
9394 6564 7
3974 9171 4
5157 5690 10
6266 6135 10
8112 1259 5
301 2451 6
8781 5968 3
9468 2043 2
5793 5371 5
7913 2294 5
8623 8127 4
9126 840 3
1912 5822 10
6272 3183 8
693 2878 10
7701 5074 9
490 5091 3
5762 9102 7
3514 4782 2
6820 7537 8
8635 6233 10
2697 6046 9
2909 1247 9
318 4380 10
7871 7594 4
2600 6326 9
8181 4756 3
4308 7168 8
150 2221 6
6928 449 1
8188 1806 1
4075 1345 3
9685 4499 2
1889 991 7
491 2715 6
6280 8541 2
3189 7024 1
9815 387 4
8163 9192 2
5760 470 7
9554 5628 7
6819 7917 4
4459 4570 2
1883 642 3
3239 3054 10
6991 3446 8
2190 2711 8
173 7636 10
1765 1314 9
3409 802 5
119 9688 5
5313 4772 8
6848 4303 10
89 4176 7
5161 2322 2
5967 7508 1
9638 6679 4
783 2559 1
388 5077 10
3275 365 6
7540 3371 5
3193 1834 10
5285 9573 9
7624 6198 10
6516 2071 8
2618 4103 6
8234 4800 10
4921 6459 6
4102 3697 8
1193 8148 1
7708 8288 3
2554 7408 4
8451 1612 7
3868 7727 7
4997 1643 1
9189 5212 3
2913 5050 1
6880 6050 2
6891 503 3
377 7427 1
3039 2193 1
2991 332 10
8689 6600 7
6441 5138 7
3273 4923 2
7265 2214 1
2069 2318 5
8821 9069 5
8096 778 1
435 9550 2
1570 2011 9
2023 5530 1
4118 3701 5
5665 7541 6
9604 563 4
2642 238 1
9831 8566 1
18 7934 5
8016 6458 7
5501 6908 3
5397 6950 9
8220 2578 5
7570 8931 7
5952 7605 1
235 796 9
7783 1227 10
7748 7634 8
9787 2116 4
5524 6934 1
5661 3674 2
5358 4290 6
2154 8425 1
3397 5779 9
3100 7515 7
7384 5831 3
3780 4418 8
3843 4831 8
6210 9671 6
3394 3984 8
4727 2176 5
2925 8738 5
3403 217 8
6373 4041 4
4927 9066 7
6884 2488 8
9850 226 6
1983 4154 7
7773 3072 4
335 8320 10
7028 2330 10
231 5377 7
9191 8793 10
8208 8483 10
6070 7347 5
3487 7907 8
8683 4898 2
9113 1646 2
1746 3223 8
8149 1519 6
7081 9621 1
3216 2917 4
7100 4478 9
1038 9600 1
9147 6608 7
9840 7964 3
1894 1832 9
2457 8363 6
5281 2715 1
5371 2323 10
2726 4905 4
9567 8368 5
2781 3407 8
4780 5149 4
9025 964 6
1981 5462 10
240 4031 3
331 8901 3
4753 8645 7
8252 9521 7
94 1409 6
2195 5672 4
5586 1351 6
3353 942 7
9448 8267 6
4305 1012 1
3785 9641 7
5237 8447 2
7628 7643 5
6559 6474 6
9148 3387 7
974 9914 2
6296 2540 10
9471 7286 8
1952 7893 6
3363 6463 7
6047 1135 6
8881 2113 8
8699 7756 5
5497 1276 2
6208 1327 2
9500 551 3
6668 3976 4
4138 4509 3
4210 4186 3
4012 8881 5
9193 2064 2
8002 204 10
4881 2930 2
6686 39 4
4910 8473 9
9963 3029 5
7413 6647 10
6769 9684 8
1776 8456 10
8124 4746 2
7592 5932 5
9406 9004 9
7714 8906 6
3587 5348 8
3580 8814 4
3449 7082 4
5262 4607 1
1610 4356 8
6757 2258 7
7597 5786 6
9846 769 3
8485 4137 5
7298 7621 8
3429 4596 5
4143 667 7
737 4362 7
3753 6535 8
9280 3651 7
8002 5030 2
5494 405 1
149 2944 1
5993 6803 1
894 4080 8
1616 2126 4
4131 2187 10
9042 9766 4
570 3085 7
1047 4433 7
3945 9115 2
594 7468 7
7551 5679 10
2679 1094 7
6065 2628 7
872 75 6
3704 3153 10
3304 2992 1
4984 1183 3
5796 4687 10
6301 9330 10
5164 6904 7
1069 1942 2
3611 300 10
350 6638 3
2552 3680 10
1741 6724 9
8796 3106 2
2516 5191 2
8055 1523 3
1504 8760 4
2026 1449 9
1532 6195 9
5439 6316 7
7338 2094 5
407 5744 1
3565 7364 4
6175 8532 2
9418 961 1
9687 6848 9
2294 2816 3
3550 6291 8
2094 3655 10
502 4254 8
3644 7858 7
8443 1715 1
620 6313 10
9137 5955 8
387 7725 4
5004 2693 7
1 2768 5
9259 1048 10
6660 8192 2
6733 5504 7
9364 9753 9
2530 1776 6
9725 8603 3
1533 5780 3
438 3115 8
4587 9873 10
685 9538 8
516 2289 10
8568 9951 7
3977 1410 5
779 3435 4
4904 3368 6
3604 1842 6
3733 5549 9
6898 5782 6
9904 4470 8
2965 1032 4
5939 3959 8
6693 1834 5
9686 4501 10
2594 9310 7
9855 9821 4
6758 9771 5
1560 5119 8
7787 7958 1
2401 1417 2
8627 2771 1
3262 4133 3
9451 7935 1
8338 2242 8
2521 7884 1
4573 501 10
9201 1868 6
4043 8298 7
3248 9898 4
63 3349 10
4499 9947 5
3455 8689 8
4772 2279 4
9805 9576 9
2451 4082 7
9476 9765 2
4658 2004 1
847 8605 5
9817 5650 7
277 4088 1
9257 7672 1
4579 8520 5
5734 1812 3
3126 9049 6
7047 5965 1
8004 875 4
7143 1046 8
1852 9254 4
9476 8151 2
4640 367 5
4824 1678 6
2092 362 8
205 2767 3
3926 6219 5
4952 6589 1
8367 2311 6
2294 3626 4
2086 699 10
